date,line,tweet
2017-07-19 15:12:25-04:00,stm_Jaune,Shutdown YELLOW line between Longueuil and Berri-UQAM. Equipment on tracks problem. Service expected to resume at 15:39.  #stminfo  T 1
2017-07-19 15:12:25-04:00,stm_Jaune,Arrêt ligne JAUNE entre Longueuil et Berri-UQAM. Problème d'équipement sur la voie. Reprise prévue vers 15h39.  #stminfo  T 3
2017-07-19 15:20:26-04:00,stm_Jaune,Service normal du métro  #stminfo  U
2017-07-19 15:20:26-04:00,stm_Jaune,Normal métro service  #stminfo  U
2017-09-23 01:02:07-04:00,stm_Jaune,Shutdown YELLOW line between Longueuil and Berri-UQAM. Equipment on tracks problem. Service expected to resume at 1:27.  #stminfo  T 1 1
2017-09-23 01:02:07-04:00,stm_Jaune,Arrêt ligne JAUNE entre Longueuil et Berri-UQAM. Problème d'équipement sur la voie. Reprise prévue vers 1h27.  #stminfo  T
2017-09-23 01:48:06-04:00,stm_Jaune,Service normal du métro  #stminfo  E
2017-09-23 01:48:06-04:00,stm_Jaune,Normal métro service  #stminfo  E 1 1
2017-10-19 08:42:36-04:00,stm_Verte,"@ftirelo @ftirelo Bonjour, il y a eu deux ralentissements un peu plus tôt en raison de trains bloqués. Le service reprend mais des délais peuvent survenir."
2017-10-19 08:45:47-04:00,stm_Verte,"@polkadotdaisy @polkadotdaisy and and @MPe_c @MPe_c Bonjour, message de reprise graduelle est présentement diffusé. Ns essayons d'ajuster l'info. le + rapidement possible selon la situation."
2017-10-19 08:47:24-04:00,stm_Verte,"@PatWhite70 @PatWhite70 Bonjour, en effet, deux ralentissements survenus + tôt entraînent une congestion sur la ligne. Des messages sont diffusés en station. 1 1"
2017-10-19 08:48:48-04:00,stm_Verte,"Bonjour, les ralentissements sont annoncés via des annonces sonores en station. Sur nos outils sont diffusées les interrupt. de 10 m et +. 1"
2017-10-19 08:50:58-04:00,stm_Verte,"@MPe_c @MPe_c and and @polkadotdaisy @polkadotdaisy Ns essayons d'ajuster l'info le + rapidement selon situation. N'hésitez pas à nous faire part de vos commentaires :  https://stm.info/fr/nous-joindre https:// . stm.info stm.info Nous joindre Nous joindre Information en provenance de la STM. Une entreprise publique qui assure les besoins de mobilité de la population montréalaise, en offrant un réseau de transport collectif (bus et métro) performant. Information en provenance de la STM. Une entreprise publique qui assure les besoins de mobilité de la population montréalaise, en offrant un réseau de transport collectif (bus et métro) performant."
2017-10-19 08:53:20-04:00,stm_Verte,"@Jo_Richard09 @Jo_Richard09 1/2 Bonjour, les ralentissements sont annoncés en station. Sur nos outils, nous diffusons les interruptions de 10 m et +. 1"
2017-10-19 08:53:50-04:00,stm_Verte,"@Jo_Richard09 @Jo_Richard09 and and @stm_Orange @stm_Orange 2/2 N'hésitez pas à nous faire part de vos commentaires :  https://stm.info/fr/nous-joindre https:// . Bonne journée! stm.info stm.info Nous joindre Nous joindre Information en provenance de la STM. Une entreprise publique qui assure les besoins de mobilité de la population montréalaise, en offrant un réseau de transport collectif (bus et métro) performant. Information en provenance de la STM. Une entreprise publique qui assure les besoins de mobilité de la population montréalaise, en offrant un réseau de transport collectif (bus et métro) performant."
2017-10-19 09:13:19-04:00,stm_Verte,"Bonjour, vous avez une question? Il nous fera plaisir de vous répondre."
2017-10-19 10:20:24-04:00,stm_Verte,"@adf1234 @adf1234 1/2 Hello, concerning your request for compensation, we advise you to visit the STM website to find all the info. on how to make a claim."
2017-10-19 10:20:40-04:00,stm_Verte,@adf1234 @adf1234 2/2 Here is the link:  http://stm.info/en/info/customer-service/claims… http:// er-service/claims … . Please scroll down to Other Damages which contains the form and information you may need.
2017-10-19 14:24:21-04:00,stm_Verte,"@EGO_forever @EGO_forever Hello, regular service is now gradually resuming, thank you! 1"
2017-10-19 14:33:15-04:00,stm_Verte,@EGO_forever @EGO_forever Yes a train was temporarily removed from service but reg. service is resuming on the line
2017-10-19 14:51:58-04:00,stm_Verte,@EGO_forever @EGO_forever You can file a complaint concerning this situation with the details through this link :  http://ow.ly/T4Wg30fZUQj http://
2017-10-21 13:21:45-04:00,stm_Verte,Arrêt ligne VERTE entre Angrignon et L-Groulx. Frein d'urgence actionné. Reprise prévue vers 13h40.  #stminfo  Z 1
2017-10-21 13:21:46-04:00,stm_Verte,Shutdown GREEN line between Angrignon and L-Groulx. Emergency brake activated. Service expected to resume at 13:40.  #stminfo  Z 1 3 5
2017-10-21 13:27:52-04:00,stm_Verte,Service normal du métro  #stminfo  S 1 1
2017-10-21 13:27:53-04:00,stm_Verte,Normal métro service  #stminfo  S 1 1
2017-10-27 14:50:23-04:00,stm_Verte,Arrêt ligne VERTE entre Angrignon et L-Groulx. Personne non autorisée sur la voie. Reprise prévue vers 15h00.  #stminfo  R 1
2017-10-27 14:50:24-04:00,stm_Verte,Shutdown GREEN line between Angrignon and L-Groulx. Unauthorized  person on the tracks. Service expected to resume at 15:00.  #stminfo  R 1
2017-10-27 15:04:27-04:00,stm_Verte,Normal métro service  #stminfo  I 2 2
2017-10-27 15:04:27-04:00,stm_Verte,Service normal du métro  #stminfo  I 1
2017-10-27 15:13:52-04:00,stm_Verte,"@stefstanhope @stefstanhope Hello, the incident is now over, but regular service is gradually resuming on the line following the service shutdown 3"
2017-10-27 15:19:36-04:00,stm_Verte,"Hello Danielle, following the service shutdown, regular service is now gradually resuming on the green line 1"
2017-10-27 15:21:46-04:00,stm_Verte,"Bonjour, l'interruption de service est maintenant terminée, le service régulier reprend graduellement sur la ligne verte, merci!"
2017-10-27 15:24:42-04:00,stm_Verte,"@justin_bourget @justin_bourget Bonjour, suivant la reprise du service, un délai est en effet possible le temps de rétablir le service/fréquence régulière sur la ligne 1"
2017-10-31 14:55:52-04:00,stm_Verte,"@tr1n1ron @tr1n1ron Hello, yes there was a service shutdown of a few minutes around 14:00 this afternoon due to a person on the tracks 1"
2017-11-01 08:26:59-04:00,stm_Verte,"Bonjour, cela peut dépendre de l'endroit où vs vs trouvez dans le train. Les courants d'air sont + importants au centre qu'aux extrémités."
2017-11-01 20:24:14-04:00,stm_Bleue,Normal métro service  #stminfo  Q 1
2017-11-03 12:59:53-04:00,stm_Verte,@Janerette @Janerette @stminfo @stminfo and 2 others and 2 others Hi! This is a property of the City of Montreal. You can call 311 for inquiries about this situation.  #stminfo
2017-11-06 09:50:23-05:00,stm_Verte,"@MaximeAC @MaximeAC Bonjour! C'est normal, les voitures de métro doivent passer un certain nombre de fois vis-à-vis une borne pour que le changement s'effectue."
2017-11-06 09:50:59-05:00,stm_Verte,@MaximeAC @MaximeAC La situation devrait être normale d'ici quelques jours! Bonne journée :) (2/2)  #stminfo
2017-11-10 16:14:33-05:00,stm_Verte,"@jkamckenzie @jkamckenzie Hello Julian, there is a service slowdown on the green line right now due to a blocked train door"
2017-11-10 16:15:21-05:00,stm_Verte,"@_marwabnb_ @_marwabnb_ Bonjour, il y a présentement un ralentissement de service sur la ligne verte en raison d'une porte de train bloquée"
2017-11-10 16:19:00-05:00,stm_Verte,"@Arm1tagej @Arm1tagej and and @metahumain @metahumain Hello, there was a service slowdown on the green line due to a blocked train door, regular service is now gradually resuming, thank you! 1"
2017-11-10 16:19:39-05:00,stm_Verte,"@singram @singram Hello, there was a service slowdown on the line, but regular service is now gradually resuming, thank you! 1 1"
2017-11-10 19:28:27-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Personne non autorisée sur la voie. Reprise prévue vers 19h50.  #stminfo  K
2017-11-10 19:28:27-05:00,stm_Bleue,Shutdown BLUE line between Snowdon and St-Michel. Unauthorized  person on the tracks. Service expected to resume at 19:50.  #stminfo  K 1 1
2017-11-10 19:32:58-05:00,stm_Bleue,Interruption en cours : vous pouvez recalculer votre itinéraire en décochant l’option métro :  http://ow.ly/DFXaI http://   #stminfo
2017-11-10 19:33:40-05:00,stm_Bleue,Service disrupted at this time : get new travel directions by unticking métro box :  http://bit.ly/18VVvwT http://    #stminfo 1 1
2017-11-10 19:46:22-05:00,stm_Bleue,"@stephanieg30 @stephanieg30 Bonjour Stephanie, dans ce type de situation, nous devons attendre que les services médicaux d'urgence terminent leur intervention"
2017-11-10 19:48:15-05:00,stm_Bleue,"@stephanieg30 @stephanieg30 Nous reprenons actuellement le service sur la ligne, merci!"
2017-11-10 19:48:51-05:00,stm_Bleue,Service normal du métro  #stminfo  N
2017-11-10 19:48:51-05:00,stm_Bleue,Normal métro service  #stminfo  N 1
2017-11-14 16:36:15-05:00,stm_Verte,"@kayladenyse @kayladenyse Bonjour, suivant le ralentissement de service, le service régulier reprend graduellement actuellement sur la ligne verte, merci!"
2017-11-14 16:38:04-05:00,stm_Verte,"@birdstrength @birdstrength Hello Dominic, there was a service slowdown on the green line due to a train breakdown, but regular service is now gradually resuming, thank you! 1"
2017-11-14 16:40:39-05:00,stm_Verte,"Hello Jonathan, we broadcast service shutdowns of more than 10 minutes on this account - there was a service slowdown on the green line due to a train breakdown, but regular service is now gradually resuming, thank you!"
2017-11-14 16:48:55-05:00,stm_Verte,"Hello Laurel, there was indeed a service slowdown on the green line, incident is now over, but regular service is gradually resuming on the line"
2017-11-14 16:50:18-05:00,stm_Verte,"During a service slowdown, there are sound messages in métro stations and trains - if it is a service shutdown (more than 10 min.), messages are also available on other plateforms :  http://ow.ly/GcfH30gA6Ub http://"
2017-11-15 08:07:42-05:00,stm_Verte,"Bonjour, il s'agit d'un ralentissement de service causé par une porte bloquée.  #stminfo"
2017-11-15 16:01:12-05:00,stm_Verte,Fin des travaux à la station Atwater: réouverture de l'édicule Sainte-Catherine (Square Cabot) dès demain  http://ow.ly/WBjS30guI4T http://   #stminfo 1 5
2017-11-15 16:05:13-05:00,stm_Verte,Work completed at Atwater station – Sainte-Catherine (Square Cabot) entrance reopens tomorrow!  http://ow.ly/IYQ630guI9n http://   #stminfo 1 1 1
2017-11-17 05:34:56-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Problème d'équipement électrique. Reprise prévue vers 6h10.  #stminfo  D 1
2017-11-17 05:34:57-05:00,stm_Bleue,Shutdown BLUE line between Snowdon and St-Michel. Electrical equipment failure. Service expected to resume at 6:10.  #stminfo  D 1
2017-11-17 05:37:02-05:00,stm_Bleue,Service normal du métro  #stminfo  J 3
2017-11-17 05:37:02-05:00,stm_Bleue,Normal métro service  #stminfo  J 1
2017-11-17 16:12:51-05:00,stm_Verte,Arrêt ligne VERTE entre Pie-IX et H-Beaugrand. Inter. services d'urgence. Reprise prévue vers 16h40.  #stminfo  K 4
2017-11-17 16:12:51-05:00,stm_Verte,Shutdown GREEN line between Pie-IX and H-Beaugrand. Inter. emergency services. Service expected to resume at 16:40.  #stminfo  K 1 4 1
2017-11-17 16:17:51-05:00,stm_Verte,"Interruption en cours entre les stations Pie-IX et Honoré-Beaugrand : pour d’autres options pour vos déplacements vous pouvez utiliser le calculateur d’itinéraires (en décochant l'option métro) :  http://ow.ly/DFXaI http://   #stminfo stm.info stm.info Société de transport de Montréal Société de transport de Montréal Information en provenance de la STM. Une entreprise publique qui assure les besoins de mobilité de la population montréalaise, en offrant un réseau de transport collectif (bus et métro) performant. Information en provenance de la STM. Une entreprise publique qui assure les besoins de mobilité de la population montréalaise, en offrant un réseau de transport collectif (bus et métro) performant. 1"
2017-11-17 16:18:37-05:00,stm_Verte,Service disrupted at this time between Pie-IX and Honoré-Beaugrand stations : for an alternative to the métro you can use the trip calculator (untick métro box) :  http://bit.ly/18VVvwT http://   #stminfo 2 1
2017-11-17 16:24:22-05:00,stm_Verte,Interruption en cours : vous pouvez utiliser les lignes bus 85 – Hochelaga et 185 – Sherbrooke pour vous déplacer entre les stations Pie-IX et Honoré-Beaugrand.  #stminfo 2 3 1
2017-11-17 16:25:17-05:00,stm_Verte,Métro service shutdown : you can use bus lines 85 –Hochelaga and 185 – Sherbrooke to travel between Pie-IX and Honoré-Beaugrand stations.  #stminfo 1 2 1
2017-11-17 16:34:55-05:00,stm_Verte,Service gradually resuming on the GREEN line.  #stminfo  M 2 2 2
2017-11-17 16:34:55-05:00,stm_Verte,Reprise graduelle du service sur la ligne VERTE.  #stminfo  M 1
2017-11-17 16:35:01-05:00,stm_Verte,"@kathyHdzV @kathyHdzV Bonjour Kathy, le service reprend graduellement sur la ligne verte actuellement, merci!"
2017-11-17 16:36:02-05:00,stm_Verte,"@MasinAlfredo @MasinAlfredo Hello Alfredo, regular service is gradually resuming on the green line right now :-) 1 1"
2017-11-17 16:37:10-05:00,stm_Verte,"@hbourgoin @hbourgoin Bonjour Hugo, le service régulier reprend graduellement actuellement sur la ligne verte"
2017-11-17 16:39:35-05:00,stm_Verte,"@cavf88 @cavf88 Hello Carlos, there was a service shutdown due to an intervention by emergency services but regular service is now gradually resuming on the green line, thank you!"
2017-11-17 17:14:51-05:00,stm_Verte,Normal métro service  #stminfo  Y 1
2017-11-23 00:52:50-05:00,stm_Bleue,Shutdown BLUE line between Snowdon and St-Michel. Inter. Emergency medical services. Service expected to resume at 1:47.  #stminfo  I 1
2017-11-23 00:52:50-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Inter. services médicaux d'urgence. Reprise prévue vers 1h47.  #stminfo  I
2017-11-23 00:56:56-05:00,stm_Bleue,Shutdown continues BLUE line between Snowdon and St-Michel. Incident. Indefinite period.  #stminfo  V 1
2017-11-23 00:56:56-05:00,stm_Bleue,Arrêt prolongé ligne BLEUE entre Snowdon et St-Michel. Incident. Durée indéterminée.  #stminfo  V
2017-11-23 01:08:57-05:00,stm_Bleue,Shutdown BLUE line between Snowdon and St-Michel. Incident. Indefinite period.  #stminfo  G 1
2017-11-23 01:08:57-05:00,stm_Bleue,Arrêt ligne BLEUE entre Snowdon et St-Michel. Incident. Durée indéterminée.  #stminfo  G
2017-11-23 01:10:59-05:00,stm_Bleue,Shutdown BLUE line between Snowdon and St-Michel. Inter. Emergency medical services. Indefinite period.  #stminfo  L 1
2017-11-23 01:23:38-05:00,stm_Bleue,Service normal du métro  #stminfo  D
2017-11-23 01:23:38-05:00,stm_Bleue,Normal métro service  #stminfo  D 1
2017-11-23 17:07:23-05:00,stm_Jaune,"Ligne 4 - Jaune reposted Ligne 4 - Jaune Ligne 4 - Jaune STM STM  @stminfo · Avis à la clientèle : Casino de Mtl fermé temporairement, planifiez vos déplacements en conséquence - pour détails, consultez  @CasinoMontreal  :  Casino de Montréal Casino de Montréal  @CasinoMontreal · En raison d’un bris d’aqueduc survenu en périphérie de l’île Notre-Dame, nous avons pris la décision de fermer momentanément nos portes en attendant que la situation soit rétablie. (1/2) 2 3"
2017-11-23 17:11:14-05:00,stm_Jaune,"Ligne 4 - Jaune reposted Ligne 4 - Jaune Ligne 4 - Jaune STM STM  @stminfo · Customer notice : Mtl Casino closed temporarily, plan your trips accordingly - for more details, follow  @CasinoMontreal  :  Casino de Montréal Casino de Montréal  @CasinoMontreal · En raison d’un bris d’aqueduc survenu en périphérie de l’île Notre-Dame, nous avons pris la décision de fermer momentanément nos portes en attendant que la situation soit rétablie. (1/2) 2 3"
2017-11-23 18:26:58-05:00,stm_Jaune,Ligne 4 - Jaune reposted Ligne 4 - Jaune Ligne 4 - Jaune Casino de Montréal Casino de Montréal  @CasinoMontreal · Le bris d'aqueduc à la suite de travaux sur la rue Pierre-Dupuy est réparé : nous rouvrons nos portes à 19h30 ce soir. 6 6
2017-11-26 13:16:45-05:00,stm_Verte,"@Heliomass @Heliomass and and @richardmtl @richardmtl Hello, the Azur trains will be running mainly on the orange line, but some Azur trains will also be in service on the green line. For now, there are indeed 2 Azur trains running on the green line, for more details >>  http://ow.ly/WIBy30gOVNG http://  Have a good day!  1 1"
2017-11-26 13:16:45-05:00,stm_Verte,"@Heliomass @Heliomass and and @richardmtl @richardmtl Hello, the Azur trains will be running mainly on the orange line, but some Azur trains will also be in service on the green line. For now, there are indeed 2 Azur trains running on the green line, for more details >>  http://ow.ly/WIBy30gOVNG http://  Have a good day!  1 1"
2017-11-27 12:07:40-05:00,stm_Orange,"Bonjour Danny, les estimations sont basées sur une compilation historique du temps de reprise moyen pour chaque type d’interruption. Il faut savoir que chaque interruption est différente, et que la situation peut évoluer rapidement. (1/2)"
2017-11-27 12:07:57-05:00,stm_Orange,"Dans la situation actuelle (intrusion en tunnel), nous ne pouvons pas reprendre le service tant que la personne non-autorisée n'a été retrouvée et évacuée, et ce pour des raisons de sécurité évidentes. Nous sommes bien sûr désolés des désagréments. Merci! (2/2)"
2017-11-27 17:44:11-05:00,stm_Orange,@GordoExperiment @GordoExperiment and and @Gordo_007 @Gordo_007 Hi Jordan! There was a service slowdown earlier on the orange line. Regular service has resumed but it’s possible to experience some delays. Thank you! 1
2017-11-27 19:14:03-05:00,stm_Orange,"@TresorLyne @TresorLyne and and @LeDevoir @LeDevoir Bonjour Lyne, le service a été interrompu ce matin suite à une intrusion en tunnel. Merci!"
2017-11-28 06:51:22-05:00,stm_Orange,Normal métro service  #stminfo  O 2 1
2017-11-28 06:51:22-05:00,stm_Orange,Service normal du métro  #stminfo  O
2017-11-29 09:29:49-05:00,stm_Verte,"@Eve_Christian @Eve_Christian Bonjour, il y a une personne inconsciente à bord d'un train. Nous devons interrompre le service temporairement. Merci de votre compréhension.  #stminfo 1 1"
2017-11-29 09:33:46-05:00,stm_Verte,Hello! There is an intervention with a sick passenger on a train.  #stminfo
2017-11-29 09:34:36-05:00,stm_Verte,Shutdown GREEN line between Atwater and Berri-UQAM. Injured or ill passenger. Service expected to resume at 9:52.  #stminfo  I 1
